;Required skill
7633;осуществлять взаимодействие с правоохранительными и другими органами государственного управления по вопросам организации охраны объектов предприятия координацию действий в случае противоправных посягательств со стороны третьих лиц возникновении иных чрезвычайных ситуаций 
7634;контроль за приемкой хранением и перемещением товара на территории склада контроль за формированием и отгрузкой товара 
7635;розыск ненайденных товаров через систему видеонаблюдения 
7636;периодические выборочные инвентаризации участие в плановых инвентаризациях 
7637;контроль бесперебойной работы системы видеонаблюдения 
7638;проведения проверок по различным направлениям работы предприятия 
7639;регламентация процессов по охране объектов недвижимости и обучение персонала 
7640;опыт работы в правоохранительных органах рб 
7641;профессиональные навыки оперативной работы грамотно и чётко разбирающийся в спецтехнике 
7642;готовность к высокой самоорганизации рабочего процесса 
7643;высокий уровень личной ответственности 
7644;порядочность 
7645;отличные навыки общения 
7646;грамотная устная и письменная речь 
7647;четкость и внимательность 
7648;руководство и осуществление контроля за работой подразделений сб
7649;разработка и осуществление руководства мероприятиями по безопасности объектов
7650;проведение мероприятий направленные на улучшение состояния безопасности объектов добиваться их выполнения
7651;выявление пресечение и предотвращение любых противоправных действий направленных против компании
7652;своевременное информирование руководства о всех ситуациях которые могут нести негативные последствия для деятельности компании
7653;проведение служебных расследований по выявленным фактам материального ущерба злоупотреблений нарушения внутренних и внешних требований компании
7654;разработка внутренней нормативно-методической документации по различным вопросам обеспечения безопасности компании
7655;обеспечение соблюдения строгого контрольно-пропускного режима при осуществлении профилактических ремонтных и других работ
7656;взаимодействие с правоохранительными и контролирующими органами другими государственными и не государственными учреждениями по вопросам защиты интересов компании
7657;высшее профессиональное образование
7658;опыт работы на позиции руководителя в области службы безопасности
7659;знание пользования системами сигнализации связи поддержание ее в эксплуатационном состоянии
7660;знание общих принципов оказания первой медицинской помощи правил и норм охраны труда техники безопасности и противопожарной защиты
7661;внимательность и ответственность
7662;нацеленность на достижение результата
7663;монтаж систем безопасности (домофон видеонаблюдение сигнализация скс опс)
7664;участие в пусконаладочных работах
7665;выезды на объекты
7666;расчеты проектов смет
7667;навыки чтения проектной документации
7668;опыт монтажа и подключения оборудования слаботочных систем
7669;наличие образование- среднее техническое/техническое высшее
7670;знание норм прокладки кабелей и монтажа оборудования
7671;умение работать с электроинструментом
7672;умение общаться с заказчиком
7673;желание постоянно повышать уровень знаний посредством самообучения
7674;аккуратность и грамотность выполнения монтажа
7675;ответственность
7676;работа разъездного характера
7677;просмотр архивных записей с камер видеонаблюдения магазинов сети
7678;фиксирование нарушений продавцов во время работы
7679;фиксирование внештатных ситуаций в отчете
7680;заполнение отчета по просмотренным магазинам и датам с фиксированием в нем нарушений продавцами и сумме потенциально назначаемого штрафа за нарушение
7681;информирование руководителя при выявлении внештатной ситуации на торговой точке
7682;желателен схожий опыт работы
7683;внимательность
7684;высокая степень ответственности
7685;высокая степень самоорганизации
7686;наличие компьютера и скоростного интернета
7687;написание статей и обзоров по теме «видеонаблюдение»
7688;создание учебных материалов по проектированию и установке видеонаблюдения
7689;желателен опыт высотных работ
7690;отсутствие медицинских противопоказаний по здоровью
7691;дисциплинированность целеустремленность ответственность исполнительность умение работать в команде
7692;продажа и продвижение на рынок систем безопасности систем видеонаблюдения домофонных систем а также автоматических ворот систем связи и автоматики производственных административных и жилых объектовподготовка тз сбор исходных данных для проектирования 
7693;менеджер по продажам компьютерного оборудования оргтехники копировальных аппаратов и расходных материалов 
7694;выполнение работ по техническому обслуживанию противопожарных систем (пожарная сигнализация оповещение) систем видеонаблюдения и систем управления контроля доступа охранных и тревожных систем
7695;монтаж демонтаж пуско-наладка обслуживание систем видеонаблюдения системы контроля и управления доступом
7696;профилактика и устранение неисправностей в работе систем ведение и оформление эксплуатационной и технической документации
7697;настройка оборудования программирование опс видеонаблюдения системы контроля и управление доступом
7698;знать принципы работы систем сигнализации гранит  орион фирмы bolid 
7699;опыт эксплуатации этих систем не менее 2-х лет ( монтаж наладка профилактика ремонт ) 
7700;умение программировать систему пожарной и охранной сигнализации орион 
7701;знать работу и программирование системы доступа на базе bolid 
7702;уверенный пользователь пк
7703;контроль ситуации на уровнях паркинга и внешней территории
7704;обеспечение сохранности тмц
7705;обеспечение безопасности персонала и посетителей
7706;взаимодействие в составе дежурной смены
7707;оперативное реагирование на нештатные ситуации
7708;осуществление объектового и пропускного режима
7709;опыт работы в сфере безопасности
7710;умение быстро и правильно реагировать в нештатных ситуациях
7711;грамотное обращение с техническими средствами безопасности
7712;стрессоустойчивость ответственность внимательность
7713;контроль и организация работы чоп
7714;соблюдение сотрудниками пвтр внутриобъектового и пропускного режимов
7715;работа с системой контроля учета доступом (скуд) и системой видеонаблюдения
7716;проверка лиц при приеме на работу
7717;контроль за сохранностью тмц оп
7718;информационно-аналитическая работа
7719;взаимодействие с правоохранительными органами судами
7720;проведение внутренних расследований по чп
7721;умение расставлять приоритеты
7722;опыт работы в правоохранительных органах или специальных службах от 3-х лет (работа на оперативных должностях либо в органах дознания и следствия)
7723;уверенный пользователь пк (excel – впр если visio)
7724;умение работать в команде
7725;знание бизнес этики и деловой переписки
7726;наличие специального или технического образования в данной области
7727;можно без опыта работы практические и теоретические знания специальности приветствуются
7728;выполнение комплекса работ по монтажу и пусконаладке слаботочных систем техническое обслуживание систем технических средств охраны на объектах
7729;работа с системами опс видеонаблюдения скуд
7730;проверка систем на работоспособность пусконаладка программирование ремонт
7731;знание назначения размещения устройства и характеристик оборудования
7732;проведением анализа эффективности итсо и саз
7733;разработкой предложений и рекомендаций по развитию и модернизации итсо
7734;организацией сопровождением и контролем эксплуатации итсо и саз
7735;проведением экспертизы и подготовки предложений по согласованию документов
7736;участием в контрольных мероприятиях аудитах и проверках
7737;знаний технических характеристик принципов работы и построения систем безопасности (сот скуд ос и тп)
7738;знаний принципов работы построения возможностей и характеристик современных комплексов инженерно-технических средств охраны и антитеррористической защиты на базе наиболее известных платформ
7739;понимания порядка организации и проведения технического обслуживания ремонтов оснащения и эксплуатации итсо и саз
7740;понимания порядка организации проведения категорирования и паспортизации объектов тэк и промышленности
7741;составляли и формировали отчеты планы доклады и презентации
7742;взаимодействовали с контролирующими госорганами регуляторами и надзорными органами по направлению итсо и саз навыки деловой переписки
7743;обладаете опытом участия в спецобследованиях на предмет профилактики возможной утечки информации
7744;имеете опыт работы(службы) в правоохранительных органах
7745;ежедневный отчет
7746;выполнение поручении руководителя
7747;готовность к командировкам
7748;быть увлеченным своей деятельностью
7749;захватывающе рассказывать о том что предлагаете
7750;иметь азарт в продажах
7751;заботиться о потребностях клиента
7752;меняться самому и изменять мир к лучшему учиться и учить
7753;превращать собеседников в покупателей
7754;быть успешным: трудиться и много зарабатывать получать признание коллег
7755;брать ответственность: контролировать положение дел по договору и дебиторской задолженности
7756;формировать и растить свою команду
7757;корпоративную жизнь: клубы игры кружки по интересам (йога английский язык живопись и многое другое)
7758;бесплатное питание: вкусные обеды кофе и конфеты к чаю
7759;организация и контроль команды проекта
7760;организация и контроль исполнения задач проекта
7761;подготовка презентация и защита проектных решений
7762;ведение переговоров с заказчиками
7763;подбор и контроль подрядных организаций
7764;контроль снабжения проекта
7765;организация и контроль документооборота по проекту
7766;контроль финансовых потоков проекта
7767;подготовка отчетной документации анализ результатов
7768;опыт ведения проектов с большими проектными командами
7769;аналитическое мышление и умение структурировать информацию
7770;навыки ведения деловой переписки
7771;навыки работы с договорной документацией
7772;навыки планирования бюджетирования закупок
7773;навыки проведения презентаций продвижения продуктов/услуг
7774;практические навыки работы с по: ms project ms visio 1с
7775;сохранность имущества
7776;общественный порядок в торговом зале
7777;работа с техническими средствами охраны
7778;взаимодействие с сотрудниками овд
7779;с опытом работы или службы (для военнообязанных)
7780;знание технических средств охраны
7781;знание тактических действий охранника торгового зала
7782;охрана общественного порядка и общественной безопасности при проведении массовых мероприятий
7783;выявление лиц находящихся в розыске
7784;пресечение преступлений и административных правонарушений
7785;годные по состоянию здоровья для службы в овд рф
7786;полное среднее образование
7787;осуществлять контроль за уборкой и санитарным содержанием подведомственных территорий (гончаровский парк по адресу улруставели и парк дубки по адресу улдубки) сохранностью и текущей эксплуатацией маф надлежащего содержания элементов благоустройства 
7788;составлять акты на поврежденное имущество 
7789;контролировать выполнение подрядной организацией работ по санитарному содержанию подведомственных территорий и катков с искусственным покрытием 
7790;проводить инструктаж рабочих контролировать соблюдение технологических процессов выявлять причины нарушения технологических процессов санитарного содержания территорий проверять качество выполняемых работ 
7791;осуществлять сбор и систематизацию фотоматериалов санитарного и технического состояния объектов парковой инфраструктуры 
7792;проводить ежедневный осмотр подведомственных территорий и строений зеленых насаждений элементов благоустройства детских и спортивных площадок 
7793;формировать архив фотографий осмотра подведомственных территорий 
7794;оформлять акты обследования подведомственных территорий 
7795;вести журнал ежедневного визуального осмотра детских и спортивных площадок 
7796;выполнять служебные поручения приказы и распоряжения директора гаук г москвы пкио «лианозовский» 
7797;своевременно выявлять усыхающие и сухостойных деревьев организация отвода их в рубку 
7798;уход за зелеными насаждениями в том числе цветочное оформление 
7799;обеспечивать сохранность документации относящейся к курируемому направлению       
7800;высшее техническое образование и стаж работы не менее одного года
7801;опыт работы в зеленом хозяйстве
7802;контроль соблюдения режима на объекте предотвращение хищений
7803;обеспечение безопасности на территории охраняемого объекта
7804;охрана объектов
7805;образование не ниже среднего полного
7806;работа в паре с мастером вдго
7807;помощь в диагностике и установки оборудования
7808;ведение и сдача отчётностей в конце дня
7809;желание развиваться
7810;коммуникабельность хороший уровень обучаемости
7811;охрана объектов
7812;образование не ниже среднего полного
7813;высшее профильное образование
7814;не менее 5 лет инженером-проектировщиком
7815;отличные знания нормативных документов: сп снип гост
7816;знание пк программ: продвинутый пользователь autocad ms office revit
7817;опыт разработки проектной и рабочей документации расчет нагрузок
7818;умение проектировать внутренние инженерные системы и наружные системы
7819;успешное прохождение экспертизы снятие замечаний
7820;знание действующих норм и правил рф в обл проектирования и строительства
7821;опытный пользователь autocad revit
7822;опыт работы ведущим инженером-проектировщиком главным специалистом по проектированию внутренних и наружных систем от 5 лет
7823;знание норм и правил проектирования
7824;знание нормативной документации в проектировании и строительстве
7825;детальное знание процессов проектирования исходно-разрешительной документации исполнительной документации умение работать самостоятельно
7826;предотвращение хищений дисциплинарных и прочих нарушений
7827;контроль за приёмом хранением и перемещением товара на территории склада контроль за формированием и отгрузкой товара
7828;розыск не найденных товаров через систему видеонаблюдения
7829;периодические выборочные инвентаризации участие в плановых инвентаризациях
7830;контроль бесперебойной работы системы видеонаблюдения
7831;проведения проверок по различным направлениям работы склада
7832;опыт работы по профилю в оперативно-дежурных службах правоохранительных и иных контрольных органах
7833;высокий уровень личной организованности и ответственности внимательность стрессоустойчивость
7834;уверенный пользователь пк
7835;высшее или среднее специальное образование
7836;монтаж расключение запуск настройка техническое обслуживание систем видеонаблюдения пожарной охранной сигнализации контроль доступа шлагбаумы турникеты домофоны и тд
7837;осмечивание объектов
7838;техническое обслуживание объектов
7839;опыт работы в сфере систем безопасности монтажником инженером-монтажником техником не менее 1 года
7840;качественно быстро и в оговоренный срок выполнение монтажа и запуска систем видеонаблюдения охранно-пожарной сигнализации системы контроля доступа домофонов турникетов шлагбаумов автоматизации ворот и тд
7841;коммуникабельность умение общаться с клиентами
7842;желание работать
7843;трудолюбие
7844;самостоятельность ответственность
7845;если вы грамотный квалифицированный специалист умеющий самостоятельно без надсмотрщиков качественно и быстро производить монтаж систем безопасности тогда мы ждем вас!!
7846;осуществляет руководство производственно-хозяйственной деятельностью строительства жилых домов
7847;обеспечивает выполнение производственных заданий поставленных перед участком
7848;организует текущее производственное планирование учет составление и своевременное предоставление отчетности о производственной деятельности участка
7849;управление продажами компании (проекты и оборудование в сфере систем безопасности: противокражные антенны системы видеонаблюдения контроль доступа системы пожарной сигнализации и тп)
7850;развитие клиентской базы удержание поиск новых
7851;ответственность за выполнение планов продаж ключевые показатели эффективности по своему подразделению
7852;управление отделом продаж центрального офиса компании (продажа оборудования и расходных материалов - 12 менеджеров продажа сервиса - 8 менеджеров)
7853;взаимодействие с маркетингом логистикой финансовым блоком
7854;высшее образование
7855;опыт успешной работы в управлении продажами сложным высокотехнологичным оборудованием не менее 5 лет (оборот возглавляемого подразделения- не менее 500 млн руб/год)
7856;опыт работы в белой компании
7857;знание технологии продаж маркетинга бизнес-планирования crm высокие организаторские и коммуникативные навыки клиентоориентированность
7858;системный подход к организации работы ответственность за результат
7859;грамотный специалист имеющий опыт работы по техническому обслуживанию и пуско-наладке систем пожарной и охранной сигнализации разбирающийся в современных системах охранной пожарной сигнализации видеонаблюдении и системах контроля доступа
7860;умение найти причину остановки работы систем апс и соуэ выполнение ремонтно—восстановительных работ выполнение монтажных работ
7861;пунктуальность ответственность порядочность вежливость опрятность обучаемость
7862;обслуживание систем пожарной и охранной сигнализации выезд на объекты заполнение отчетной документации
7863;подбор сотрудников охраны в супермаркет
7864;контроль за работой сотрудников охраны
7865;взаимодействие с заказчиком
7866;взаимодействие с проверяющими органами
7867;поддержание постоянной оперативной связи с руководством чоп
7868;ведение служебной документации
7869;обучение сотрудников охраны
7870;внезапная ночная проверка объекта
7871;наличие действующего учо квалификации (будет преимуществом)
7872;ведение документации по проектам (отчетной финансовой)
7873;взаимодействие с подрядными организациями
7874;подача заявки на закупку и производство оборудования и материалов
7875;координация работы группы с другими отделами и подразделениями компании
7876;разработка технических решений
7877;организация сдачи-приемки выполненных работ заказчику
7878;опыт работы в сфере слаботочных систем:  видеонаблюдение (свн)
7879;автоматическая пожарная сигнализация (апс)
7880;охранно-тревожная сигнализация (отс)
7881;системы контроля и управления доступом (скуд)
7882;системы оповещения и эвакуации (соуэ)
7883;структурированные кабельные системы (скс)
7884;высшее образование с опытом работы по профилю от 3х лет
7885;умение читать чертежи знание снип и гост по профилю работы
7886;знание ms office (word exсel)
7887;контроль соблюдения режима на охраняемом объекте предотвращение хищений
7888;обеспечение безопасности работников и посетителей на территории охраняемого объекта пресечение конфликтных ситуаций
7889;рассматриваем кандидатов с опытом и без опыта работы
7890;возможно без улчо
7891;аккуратность ответственность желание работать
7892;контроль за входом и выходом сотрудников посетителей
7893;контроль за территорией и объектами по мониторам внутреннего и наружного видеонаблюдения
7894;обеспечение сохранности имущества
7895;защита жизни и здоровья сотрудников и посетителей
7896;оказание экстренной помощи в случаях чрезвычайных ситуаций
7897;монтаж и обслуживание охранно-пожарных сигнализаций систем видеонаблюдения скуд-систем
7898;образование начальное профессиональное среднее профессиональное
7899;опыт успешных продаж на рынке услуг b2c
7900;приветствуется опыт работы с системами скд и/или в сфере жкх
7901;успешный опыт проведения переговоров опыт публичных выступлений
7902;опытный пользователь пк
7903;проактивность аналитические способности ответственность и честность
7904;работа с «входящим потоком» заявок от клиентов
7905;проведение переговоров с собственниками мкд председателями жск тсж руководителями ук и муниципалитетов активное участие в собраниях жильцов общих собраниях собственников
7906;анализ предложений конкурентов
7907;взаимодействие с тех отделом
7908;вождение служебного автомобиля
7909;монтаж систем опс видеонаблюдения любой сложности
7910;обслуживание этих систем
7911;обследование новых объектов
7912;поддержание чистоты и порядка в служебном автомобиле
7913;аккуратная манера вождения автомобиля
7914;опрятный вид
7915;опыт работы с системами охранно-пожарной сигнализации и видеонаблюдения
7916;визуальный контроль ( с помощью камер видеонаблюдения) помещений салонов служебных помещений и прилегающих территорий
7917;предотвращение попыток хищений товара
7918;проведение инвентаризации (пересчет товара) в магазинах и салонах сети
7919;контроль за соблюдением трудовой дисциплины и правил внутреннего распорядка на территории компании
7920;уверенный пользователь пк
7921;опыт работы с видеооборудованием радиотехнические навыки
7922;внимательность ответственность
7923;ответственное отношение к работе
7924;выявление и предотвращение материальных потерь в гипермаркете
7925;контроль бизнес-процессов осуществляемых в гипермаркете
7926;выявление и фиксирование лиц совершающих противоправные действия
7927;контроль соблюдения сотрудниками компании правил внутреннего трудового распорядка
7928;среднее образование
7929;уверенное владение пк в том числе excel
7930;опыт работы в сфере торговли в области предотвращения потерь не менее 1 года
7931;обеспечение комплексной безопасности филиала общества 
7932;проведение служебных расследований с документарным оформлением 
7933;инспектирование объектов общества в целях выявления и пресечения фактов злоупотребления 
7934;взаимодействие с заказчиками и контрагентами по вопросу обеспечения доступа на месторождения (организация системы оформления и выдачи пропусков на персонал и транспорт) 
7935;проверка контрагентов проверка персонала 
7936;высшее образование 
7937;опыт работы от 5 лет на оперативных и следственных должностях правоохранительных органов и спец служб или опыт работы в службе безопасности коммерческих организаций не менее 5 лет 
7938;наличие оперативно-значимых связей в регионе 
7939;наличие навыков делового документооборота в частности по подготовке служебных расследований и отчетов 
7940;проведение оперативных мероприятий по выявлению источников угроз мошенничества хищений краж в магазинах дивизиона
7941;координация работы персонала магазина сотрудников чоо при чрезвычайных ситуациях
7942;проведение служебных расследований
7943;контроль качества оказания услуг охраны (чоо) в магазинах дивизиона
7944;проведение проверок по информации с горячей линии по вопросам безопасности
7945;участие в проведении пилотных проектов направленных на снижение потерь в магазинах формата
7946;участие в проведении полных инвентаризаций или перепроверке результатов при смене материально ответственных лиц или при прогнозировании сверхнормативных потерь
7947;оказание практической и методической помощи супервайзерам директорам магазинов в организации работы по снижению потерь обеспечению безопасности магазинов
7948;устная и письменная отчетность непосредственному руководителю
7949;контроль соблюдения режима охраны 
7950;обеспечение безопасности сотрудников и посетителей на территории охраняемого объекта пресечение конфликтных ситуаций 
7951;кпп
7952;видеонаблюдение
7953;рассматриваем кандидатов с опытом и без опыта работы 
7954;аккуратность ответственность желание работать 
7955;операционную систему linux windows
7956;прокладка локальной сети
7957;настройка орг техники
7958;опыт работы в ремонте ноутбуков компьютеров и орг технике
7959;опыт от 1 года
7960;пунктуальность
7961;ответственность
7962;организация работы по своевременному техническому обслуживанию автотехники 
7963;принятие мер по своевременному устранению неисправностей автотехники 
7964;организация ремонта автотехники 
7965;составление планов по техническому обслуживанию автотехники 
7966;обеспечение хозяйственного обслуживания и надлежащего состояния в соответствии с правилами и нормами производственной санитарии и противопожарной защиты зданий и помещений в которых расположены подразделения общества а также контроль за исправностью оборудования (освещения систем отопления вентиляции и др) 
7967;разработка планов текущих и капитальных ремонтов основных фондов организации (зданий систем водоснабжения воздухопроводов и др сооружений) составлении смет хозяйственных расходов 
7968;организация проведения ремонта помещений контроль за качеством выполнения ремонтных работ 
7969;обеспечение общества мебелью хозяйственным инвентарем средствами механизации инженерного и управленческого труда обеспечение сохранности и проведение своевременного ремонта 
7970;организация и оформление необходимых документов для заключения договоров на оказание услуг получение и хранение канцелярских принадлежностей необходимых хозяйственных материалов оборудования и инвентаря обеспечение ими структурные подразделения общества а также ведение учета их расходования и составление установленной отчетности контроль рационального расходования материалов и средств выделяемых для хозяйственных целей 
7971;руководство работами по благоустройству озеленению и уборке территории 
7972;контроль над коммунальным хозяйством 
7973;ведение необходимой документации 
7974;высшее образование обязательный стаж работы механиком не менее 3 лет 
