;Required skill
8337;рассматриваются кандидаты без опыта работы
8338;исполнительный  ответственный пунктуальный легко обучаемый трудолюбивый энергичный человек с желанием учиться и развиваться в сфере окраски автомобилей
8339;обеспечение свежей прессой руководства компании (каждое утро в лобби центрального офиса приносят корреспонденцию)
8340;прием входящих звонков от сотрудников компании
8341;ведение календаря встреч руководства с сотрудниками в рабочем почтовом сервере
8342;организация встреч с точки зрения сбора участников к назначенному времени
8343;обеспечение кофе-зоны всем необходимым: продукты имеются в наличие
8344;контроль соблюдения порядка и чистоты в зоне руководства в частности – в кабинетах (в течение дня: вынос использованной посуды контроль за наличием письменных принадлежностей)
8345;подготовка приемной и переговорной руководства ко встречам
8346;оповещение бизнес-ассистентов директоров о прибытии гостей
8347;документооборот
8348;работа с оргтехникой
8349;высшее образование или неоконченное высшее (заочная форма обучения/группы выходного дня)
8350;опыт работы в должности секретаря/офис-менеджера/личного помощника/администратора приветствуется
8351;развитые коммуникативные навыки грамотная устная и письменная речь
8352;желание быть полезной и активная жизненная позиция умение видеть перспективы и планировать действия
8353;пк: уверенный пользователь хорошее знание word excel
8354;аккуратность исполнительность стрессоустойчивость внимательность презентабельный внешний вид
8355;выезд к клиенту по готовой заявке
8356;работа с готовой клиентской базой компании
8357;консультация клиента помощь в выборе материалов
8358;выставление счетов контроль их оплаты составление смет
8359;ответственность исполнительность стремление развиваться
8360;опыт работы не требуется
8361;работа с клиентами от компании и самостоятельный поиск клиентов:
8362;консультация клиентов (первичный и вторичный рынок аренда загородная недвижимость коммерческая недвижимость)
8363;заключение договоров
8364;оказание помощи в сборе документов
8365;юридическое сопровождение сделок с недвижимостью
8366;работа с базами данных
8367;активная жизненная позиция стрессоустойчивость умение находить общий язык с людьми
8368;желание работать и зарабатывать
8369;приходи на работу во времяделай работу своими руками 
8370;простойпонятный трудгарантированная оплата труда 
8371;желание работать на производстве 
8372;опыт работы не обязателен 
8373;рассматриваются сотрудники для временной работыпри желании есть возможность работать на постоянной основе 
8374;изготовление проектов перепланировок квартир и нежилых помещений
8375;изготовление проектов изменения фасадов зданий в тч устройство отдельных входов замена фасадного остекления разработка листов согласований и паспортов фасадов
8376;обмеры обследования фотофиксации
8377;свободное и быстрое владение программами для проектирования и графическими редакторами
8378;знание нормативной документации
8379;добросовестность и энергичность
8380;совмещение работы и обучения (не зависимо от формы обучения) не допускается
8381;разработка документации по разделам кж км кр на стадии проектной и рабочей документации жилых и общественных зданий
8382;расчет строительных конструкций зданий и сооружений в пк лира-сапр
8383;высшее образование либо последний курс мгсу специальность - пгс
8384;знание теории расчета строительных конструкций зданий и сооружений
8385;опыт работы в пк лира-сапр revit autocad
8386;монтаж натяжных потолков различной сложности
8387;работа с физ лицами
8388;обработка входящих звонков и заявок с сайта работа с действующими клиентами
8389;поиск потенциальных продавцов и покупателей с помощью &quotхолодных&quot звонков
8390;консультации продавцов и покупателей квартир на месте и в офисе агентства
8391;самый полный пакет рекламы
8392;современный комплекс по для оптимизации и удобства работы
8393;перспективы карьерного роста
8394;служебный автомобиль с водителем
8395;корпоративная связь
8396;желание развиваться в сфере недвижимости
8397;опыт работы с клиентами в сфере продаж (приветствуется)
8398;грамотная речь
8399;способность к самоорганизации обучаемость ответственность
8400;высокая финансовая мотивация
8401;консультирование и ведение переговоров с клиентами
8402;организация просмотров/показов объектов недвижимости
8403;уверенность в себе и нацеленность на результат
8404;желание помогать людям и умение не видеть преград (мы научим)
8405;опытный пользователь пк
8406;базовые знания эксель
8407;любовь все систематизировать!
8408;сбор информации об отделочных материалах сравнительный анализ по свойствам качеству и стоимости
8409;подготовка постов и статей их размещение на сайтах и в соцсетях
8410;поиск заказов по биржам ответы на запросы
8411;размещение объявлений и портфолио
8412;поиск поставщиков и исполнителей
8413;размещение вакансий прием звонков структурирование откликов
8414;знание основ ведения соцсетей и сайтов
8415;ответственность аккуратность быстрая обучаемость
8416;желание развиваться
8417;не бояться сложных задач
8418;художественный вкус чувство стиля
8419;ремонт зданий внутренняя и внешняя отделка санитарно бытовых помещений
8420;среднее среднее-профессиональное образование
8421;опыт работы в сфере строительства ( бетонплиткакраска)
8422;ответственность исполнительность
8423;ведение переговоров
8424;презентации объектов недвижимости
8425;грамотная речь
8426;желание расти профессионально и материально
8427;прием товара разгрузка/погрузка дымоходов каминов
8428;комплектование заказов
8429;поддержание порядка на складе
8430;желание обучаться ответственность добросовестность внимательность порядочность права категории в
8431;выполнение отделочных работ на объекте
8432;поддержание порядка и чистоты на объекте
8433;ответственность за качество работ и сроки
8434;создание и развитие сервиса федерального уровня «формирование профиля компетенций и персональных траекторий развития человека»
8435;разработка стратегии развития продукта создание и актуализация customer journey map план и вехи управление рисками составом и сроками работ управление изменениями
8436;формирование и управление командой постановка и контроль задач
8437;документирование и информирование о статусах задач подготовка отчётности в соответствии с требованиями стейкхолдеров в тч по мероприятиям субсидии
8438;организация разработки продуктовых и проектных документов (паспорт техническое задание и тд)
8439;проработка продуктовых гипотез и сбор требований анализ эффективности внедренных решений
8440;обеспечение непрерывного сбора данных о человеке – «цифрового следа» (школа образование работа и тд
8441;формирование партнерской сети (в тч с работодателями) для обеспечения систематического обмена данными
8442;формирование постоянно расширяющегося реестра образовательных услуг обеспечивающих развитие компетенций и внесение дополнений в персональные профили по итогам обучения и прохождения оценочных процедур
8443;постоянная синхронизация с другими сервисами центра компетенций и партнеров вовлечение в работу независимых экспертов проведение заседаний экспертной группы по направлению
8444;взаимодействие с заинтересованными сторонами и потенциальными партнерами с целью продвижения продукта выступления на конференциях и тематических мероприятиях
8445;высшее образование
8446;сильные теоретические знания в области моделей компетенций и персональных траекторий развития
8447;желателен опыт работы на руководящих должностях в hr подразделениях крупных компаний или в системе образования и/или в сфере развития персонала
8448;опыт работы в сфере edutech или hrtech
8449;опыт руководства небольшими командами от 2-х лет
8450;навыки построения коммуникаций с государственными структурами представителями бизнеса и внутри проектной команды
8451;системное мышление умение получать информацию структурировать и четко излагать мысли
8452;умение работать с большими объемами разнородной информации
8453;умение формализовывать и структурировать информацию представлять ее на обсуждение фиксировать результаты встреч
8454;готовность к командировкам (по россии)
8455;опыт производства и/или развития образовательных продуктов будет преимуществом
8456;высокий уровень личной ответственности и исполнительность
8457;стрессоустойчивость
8458;системный подход высокая ориентация на достижение результата
8459;толерантность к высокой нагрузке навык работы 24/7 с десятками входящих задач
8460;опыт эффективного управления командой в том числе удаленно
8461;высокий уровень эмпатии и эмоционального интеллекта
8462;руководство направлением формирование и управление командой постановка и контроль задач
8463;документирование и информирование о статусах задач подготовка отчётности в соответствии с требованиями стейкхолдеров в тч по мероприятиям субсидии
8464;организация разработки продуктовых и проектных документов (паспорт тех задание и тд)
8465;проработка продуктовых гипотез и сбор требований анализ эффективности внедренных решений
8466;организация процесса отбора программ повышения квалификации в системе дополнительного профессионального образования
8467;разработка стратегии развития продукта создание и актуализация customer journey map план и вехи управление рисками составом и сроками работ управление изменениями
8468;обеспечение непрерывного сбора данных о человеке – «цифрового следа» (школа образование работа и тд)
8469;формирование партнерской сети (в тч с работодателями) для обеспечения систематического обмена данными
8470;формирование постоянно расширяющегося реестра образовательных услуг обеспечивающих развитие компетенций и внесение дополнений в персональные профили по итогам обучения и прохождения оценочных процедур
8471;постоянная синхронизация с другими сервисами центра компетенций и партнеров вовлечение в работу независимых экспертов проведение заседаний экспертной группы по направлению
8472;контроль качества отбора образовательного контента в сфере цифровой экономики
8473;взаимодействие с потенциальными партнерами с целью продвижения продукта выступления на конференциях и тематических мероприятиях
8474;высшее образование
8475;сильные теоретические знания в области моделей компетенций и персональных траекторий развития
8476;желателен опыт работы на руководящих должностях в системе дополнительного профессионального образования онлайн обучение
8477;опыт руководства небольшими командами от 2-х лет
8478;навыки построения коммуникаций с государственными структурами представителями бизнеса и внутри проектной команды
8479;системное мышление умение получать информацию структурировать и четко излагать мысли
8480;умение работать с большими объемами разнородной информации
8481;умение формализовывать и структурировать информацию представлять ее на обсуждение фиксировать результаты встреч
8482;готовность к командировкам (по россии)
8483;консультирование по вопросам образования за рубежом и организация образовательных программ
8484;практический опыт работы
8485;опыт работы желателен но не обязателен
8486;мобильность (возможность работать на нескольких филиалах)
8487;ответственность
8488;пунктуальность
8489;опрятность
8490;программирование (с++ javascript c# python scratch minecraft)
8491;создание сайтов (html css)
8492;3d-моделирование (blender 3d)
8493;создание игр (unity)
8494;photoshop
8495;подготовка к огэ по информатике
8496;монтаж видео
8497;обеспечивание бесперебойного функционирования вверенного оборудования связи вычислительной и оргтехники программного обеспечения
8498;осуществление установки настройки и администрирования системного и прикладного программного обеспечения активного сетевого оборудования
8499;монтаж и наводка антенны настрой и обслуживание станций спутниковой связи vsat и спутникового телевидения
8500;настройка и обслуживание телефонов и терминалов систем связи iridium
8501;монтаж подключение и наладку систем проводной телефонии и офисных автоматических телефонных станций
8502;установка настройка и обслуживание подвижных и стационарных радиостанций и ретрансляторов
8503;монтаж тестирование и настройку проводных и беспроводных локальных вычислительных сетей
8504;модернизация и ремонт оборудования сетей связи и локальных вычислительных сетей
8505;диагностика и ремонт путем замены узлов компьютерного оборудования и оргтехники
8506;соблюдаение правил внутреннего трудового распорядка охраны труда производственной санитарии промышленной и пожарной безопасности
8507;выполнение других (письменные и устные) распоряжений руководителя проекта а также приказы и распоряжения руководства общества
8508;исполняет иные обязанности предусмотренные действующим законодательством
8509;спутниковых систем связи vsat c геостационарных спутников низкоорбитальной спутниковой системы iridium
8510;систем передвижной и стационарной телефонной связи
8511;телефонной проводной аналоговой и цифровой связи ip телефонии офисных автоматических телефонных станций
8512;проводных и беспроводных локальных вычислительных сетей
8513;активного оборудования локальных вычислительных сетей – коммутаторов маршрутизаторов
8514;компьютерного оборудования и оргтехники
8515;настольных и серверных операционных систем семейства windows офисного и прикладного программного обеспечения
8516;бесперебойных систем электропитания
8517;порядок оформления технической документации -правила и нормы охраны труда техники безопасности промышленной и пожарной безопасности производственной санитарии -перспективы технического развития и особенности деятельности общества -правила внутреннего трудового распорядка общества -иные отрасли знаний и документы необходимые для качественного выполнения должностных обязанностей 
8518;знание scratch/minecraft
8519;стремление и желание обучать детей программированию
8520;умение работать с детьми
8521;опыт работы преподавателем
8522;высокие коммуникативные навыки позитивный настрой готовность обучаться и развиваться самому
8523;проведение занятий по программированию
8524;разработка плана обучения
8525;тематическое планирование занятий
8526;индивидуальный подход к каждому ученику
8527;контроль усвоения материала программы каждым ребенком
8528;средний доход 40 000 руб
8529;гарантия загруженности
8530;полная или частичная занятость
8531;проводить онлайн-уроки (удаленно) для детей 1 на 1 с учеником с помощью программы zoom (аналог skype) длительность урока 50 минут расписание постоянное предварительно согласованное с преподавателем и учеником работа на дому для проведения занятий понадобится стационарный компьютер или ноутбук
8532;высшее или неоконченное высшее образование рассматриваем кандидатов из числа студентов не ниже 2-ого курса высшего учебного заведения
8533;быстрая обучаемость
8534;коммуникабельность
8535;ярко выраженное стремление к результату
8536;приветствуется опыт работы (но не обязателен) как педагогом так и в области it
8537;большим плюсом будет знание (не знаете - научим!) любых языков программирования или профессиональных инструментов для видеомонтажа дизайна проектирования (adobe photoshop coreldraw adobe premiere pro autocad autodesk 3ds max и другие)
8538;разработка программ дополнительного профессионального образования (дистанционные технологии) в соответствии со стандартами
8539;высшее профессиональное образование
8540;опыт работы учителем информатики в системе среднего общего образования
8541;опыт разработки программ дополнительного профессионального образования (дистанционные технологии)
8542;грамотная устная и письменная речь
8543;опыт работы в сфере дпо
8544;знание требований и стандартов разработки программ дпо фгос
8545;знание современных методик разработки образовательных программ с применением дистанционных технологий
8546;владение пк на уровне пользователя
8547;знание методики преподавания информатики с учетом их эффективности в образовательном процессе 
8548;знание ключевых компетенций учителя информатики 
8549;знание инновационных технологий обучения информатики как основа реализации фгос 
8550;знание интерактивных информационных средств как элемента иос образовательной организации 
8551;знание оборудования и организации работы кабинета информатики 
8552;знание методических подходов к обучению работе с прикладными программными пакетами с технологиями обработки данных 
8553;построение бренда центра подготовки руководителей цифровой трансформации 
8554;планирование и продвижение продуктов центра 
8555;pr работа с медиа 
8556;планирование подготовка и организация мероприятий 
8557;работа с партнерами поиск новых партнерских отношений для продвижения продуктов 
8558;анализ результатов подготовка отчетов 
8559;взаимодействие с отделами по направлениям 
8560;обратная связь отделам построение процесса совместных коммуникаций 
8561;сбор обратной связи от клиентов 
8562;отслеживание тенденций в сфере образования 
8563;образование — журналистика pr маркетинг
8564;релевантный опыт работы в том числе в образовательных проектах не менее трех лет
8565;наличие портфолио
8566;высшее или неоконченное высшее образование 
8567;опыт репетиторства или проведения групповых занятий 
8568;любовь к детям и желание заниматься с детьми 
8569;инициативность в делах и желание приносить пользу своим трудом 
8570;умение находить контакт с детьми и их родителями 
8571;операционную систему linux windows
8572;прокладка локальной сети
8573;настройка орг техники
8574;опыт работы в ремонте ноутбуков компьютеров и орг технике
8575;опыт от 1 года
8576;пунктуальность
8577;ответственность
8578;выплаты 2 раза в месяц
8579;опыт работы с компьютером
8580;любовь к робототехнике и работе с детьми
8581;будет преимуществом опыт преподавания робототехники на конструкторах wedo/ev3
8582;наличие высшего технического либо педагогического образования
8583;открытость и доступность в общении с детьми
8584;обязательно наличие опыта работы с детьми
8585;вы обладаете опытом преподавания и публичных выступлений
8586;получили техническое или педагогическое высшее образование
8587;имеете опыт в разработке it продуктов
8588;вы хотите работать в области преподавания
8589;знаете и уверенно владеете одним из языков программирования: c/c#/c++ java javascript python ассемблер и др
8590;и/или направлений it-технологий:
8591;web-дизайн cms php javascript
8592;компьютерное железо
8593;робототехника и микроконтроллеры
8594;системное администрирование
8595;компьютерные сети
8596;развитие it-решений университета: участие в разработке стратегии постановка задач команде разработчиков и интеграторов решений контроль результата
8597;участие в разработке стратегии создания цифрового контента реализация стратегии разработка контента
8598;управление командой администрирования образовательных платформ университета
8599;управление командой исследователей в области цифровизации образования организация внутреннего обучения по цифровизации
8600;организация внешних признаний успешности цифровизации образовательного процесса
8601;знания подходов и технологий реализации цифровой трансформации
8602;отличные управленческие навыки
8603;надежность системность организованность
8604;опыт преподавания в сфере икт 
8605;законченное высшее образование высокий уровень грамотности 
8606;опыт преподавательской или репетиторской деятельности в области естественно-научных дисциплин будут являться вашим преимуществом 
8607;приветствуется знание технологий arduino scratch blockly ardublock 3d-моделирования 
8608;проведение занятий по программированию и робототехнике для детей различных возрастных групп с учетом специфики преподаваемого предмета 
8609;выплаты 2 раза в месяц
8610;сбор формализация и анализ бизнес требований от заказчиков (как внутренних так и внешних)
8611;изучение и анализ предметной области и современных конкурентных решений формирование отчетов
8612;сбор и анализ данных о конкурентах
8613;формирование документации с описанием функциональных требований пользовательских кейсов функционального дизайна
8614;взаимодействие с другими командами (разработчиками тестировщиками и дизайнерами) для обеспечения целостности решения
8615;постановка задач дизайнерам и прием результатов их работы
8616;опыт работы в требуемой области - от 2 лет
8617;опыт в области управления и разработки требований
8618;понимание процессов создания программного обеспечения
8619;опыт создания технической документации
8620;опыт прототипирования (мокапы) интерфейсов
8621;навыки применения jira confluence знание uml
8622;хорошие коммуникативные навыки
8623;умение отстаивать свою точку зрения
8624;создание 3d моделей персонажей и объектов окружения
8625;анимация персонажей
8626;настройка в unity 3d
8627;понимание основных принципов анимации
8628;опыт моделирования текстурирования 3d объектов и персонажей
8629;знание программ 3dmax photoshop unity3d
8630;наличие портфолио
8631;преподавать группе детей (7-15 лет) механику и программирование на наборах lego education 
8632;вести контроль успеваемости группы 
8633;отмечать посещение детей в системе учёта и в рабочих тетрадях 
8634;готовить детей к защите проекта на финальном занятии 
8635;студент второго курса и старше выпускник технического или педагогического вуза (техникума)
8636;опыт работы (любой)
8637;умение общаться с детьми и получать от этого удовольствие
8638;любовь к инженерному творчеству
8639;а самое главное - ответственность быть примером для подражания подрастающему поколению
8640;реализация проектов по проведению и продвижению технологических конкурсов для преодоления глобальных технологических барьеров и вызовов в формате «приз за преодоление» с привлечением потенциальных и текущих участников проекта «сколково»
8641;поиск тем и подготовка новых технологических конкурсов: изучение проблематики поиск и формулировка технологических барьеров в приоритетных технологических направлениях обозначенных национальной технологической инициативой (нти) взаимодействие с экспертным сообществом для формулировки конкурсных задач
8642;организация участия команд в технологических конкурсах
8643;разработка организационной и сопроводительной документации технологических конкурсов
8644;координация внешних и внутренних контрагентов развитие партнерских взаимоотношений и инициатив в рамках проектов направленных на реализацию технологических конкурсов
8645;договорная работа как со стороны заказчика так и исполнителя
8646;взаимодействие с проектами и рабочими группами национальной технологической инициативы а также организация участия сколково в мероприятиях национальной технологической инициативы в интересах развития и продвижения технологических конкурсов
8647;развитие экспертного сообщества проекта «сколково» для проведения финальных мероприятий технологических конкурсов
8648;организация профильной образовательной программы в рамках технологических конкурсов
8649;представление технологических конкурсов на профильных мероприятиях
8650;высшее образование техническое или естественнонаучное дополнительно бизнес образование как преимущество
8651;знание последних тенденций рынка инноваций как преимущество в технологических направлениях:  квантовые технологии (в частности квантовые вычисления)
8652;искусственный интеллект
8653;опыт создания развития и продвижения технологий и/или развития технологичного бизнеса
8654;опыт организации и участия в международных научно-исследовательских или технологических проектах
8655;опыт в области разработки или оценки новых технологий
8656;опыт развития экосистемы и стратегических партнерств в технологической инновационной и/или академической среде
8657;опыт подготовки инвестиционных и маркетинговых материалов аналитических отчетов по технологиям и рынкам по высокотехнологичным направлениям
8658;навыки и знания в области управления проектами сертификат в данной области как преимущество (pmp (pmi) prince2 …)
8659;опыт заключения договоров и организации закупок составления смет координации работы контрагентов со стороны заказчика и исполнителя подготовки и сдачи отчетов по исполненным договорам
8660;оказание сервиса клиентам согласно стандартам компании
8661;контроль актуальности и корректности рекламных материалов рд
8662;своевременная замена рм
8663;организация и курирование групп студентов
8664;обеспечение качественной и бесперебойной работы групп
8665;организация и проведение мероприятий
8666;контроль качества учебного процесса
8667;подбор преподавателей
8668;работа с преподавателями адаптация и обучение
8669;создание программ и планов
8670;составление расписания
8671;координация учебного процесса
8672;предоставление отчетности
8673;опыт работы на аналогичной позиции от 1 года
8674;опыт выстраивания стратегии развития сообществ на межрегиональном
8675;умение работать с текстами для социальных сетей онлайн-площадок и мемами (включая разработку текстов самостоятельно)
8676;умение работать с социальными сетями (вконтакте) и мессенджерами на продвинутом уровне включая автоматизацию работы с аудиторией владеть инструментами статистики и аналитики
8677;опыт выстраивания сетевых партнерств в онлайн и оффлайн среде
8678;опыт организации событий в оффлайн и онлайн среде
8679;опыт работы в smm/digital от 3-х лет (включая поддержку)
8680;опыт управления небольшой командой распределения задач
8681;позитивный опыт взаимодействия с бизнес-подразделениями внутри компании
8682;уверенные навыки работы с презентациями (в gdocs обязательно)
